filepath,filename,actor,gender,emotion_code,emotion,intensity,statement,repetition,modality,vocal_channel,duration_sec,label_encoded
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_11\03-01-08-01-01-01-11.wav,03-01-08-01-01-01-11.wav,11,male,8,surprised,normal,1,1,audio,speech,3.07,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_11\03-01-08-01-01-02-11.wav,03-01-08-01-01-02-11.wav,11,male,8,surprised,normal,1,2,audio,speech,3.136,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_11\03-01-08-01-02-01-11.wav,03-01-08-01-02-01-11.wav,11,male,8,surprised,normal,2,1,audio,speech,3.17,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_11\03-01-08-01-02-02-11.wav,03-01-08-01-02-02-11.wav,11,male,8,surprised,normal,2,2,audio,speech,2.97,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_11\03-01-08-02-01-01-11.wav,03-01-08-02-01-01-11.wav,11,male,8,surprised,strong,1,1,audio,speech,3.07,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_11\03-01-08-02-01-02-11.wav,03-01-08-02-01-02-11.wav,11,male,8,surprised,strong,1,2,audio,speech,3.103,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_11\03-01-08-02-02-01-11.wav,03-01-08-02-02-01-11.wav,11,male,8,surprised,strong,2,1,audio,speech,3.07,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_11\03-01-08-02-02-02-11.wav,03-01-08-02-02-02-11.wav,11,male,8,surprised,strong,2,2,audio,speech,3.07,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-01-01-01-01-12.wav,03-01-01-01-01-01-12.wav,12,female,1,neutral,normal,1,1,audio,speech,3.637,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-01-01-01-02-12.wav,03-01-01-01-01-02-12.wav,12,female,1,neutral,normal,1,2,audio,speech,3.537,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-01-01-02-01-12.wav,03-01-01-01-02-01-12.wav,12,female,1,neutral,normal,2,1,audio,speech,3.604,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-01-01-02-02-12.wav,03-01-01-01-02-02-12.wav,12,female,1,neutral,normal,2,2,audio,speech,3.637,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-02-01-01-01-12.wav,03-01-02-01-01-01-12.wav,12,female,2,calm,normal,1,1,audio,speech,3.871,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-02-01-01-02-12.wav,03-01-02-01-01-02-12.wav,12,female,2,calm,normal,1,2,audio,speech,3.77,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-02-01-02-01-12.wav,03-01-02-01-02-01-12.wav,12,female,2,calm,normal,2,1,audio,speech,3.77,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-02-01-02-02-12.wav,03-01-02-01-02-02-12.wav,12,female,2,calm,normal,2,2,audio,speech,3.67,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-02-02-01-01-12.wav,03-01-02-02-01-01-12.wav,12,female,2,calm,strong,1,1,audio,speech,3.971,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-02-02-01-02-12.wav,03-01-02-02-01-02-12.wav,12,female,2,calm,strong,1,2,audio,speech,3.77,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-02-02-02-01-12.wav,03-01-02-02-02-01-12.wav,12,female,2,calm,strong,2,1,audio,speech,3.737,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-02-02-02-02-12.wav,03-01-02-02-02-02-12.wav,12,female,2,calm,strong,2,2,audio,speech,3.804,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-03-01-01-01-12.wav,03-01-03-01-01-01-12.wav,12,female,3,happy,normal,1,1,audio,speech,3.704,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-03-01-01-02-12.wav,03-01-03-01-01-02-12.wav,12,female,3,happy,normal,1,2,audio,speech,3.737,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-03-01-02-01-12.wav,03-01-03-01-02-01-12.wav,12,female,3,happy,normal,2,1,audio,speech,3.503,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-03-01-02-02-12.wav,03-01-03-01-02-02-12.wav,12,female,3,happy,normal,2,2,audio,speech,3.737,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-03-02-01-01-12.wav,03-01-03-02-01-01-12.wav,12,female,3,happy,strong,1,1,audio,speech,4.204,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-03-02-01-02-12.wav,03-01-03-02-01-02-12.wav,12,female,3,happy,strong,1,2,audio,speech,4.137,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-03-02-02-01-12.wav,03-01-03-02-02-01-12.wav,12,female,3,happy,strong,2,1,audio,speech,3.904,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-03-02-02-02-12.wav,03-01-03-02-02-02-12.wav,12,female,3,happy,strong,2,2,audio,speech,3.971,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-04-01-01-01-12.wav,03-01-04-01-01-01-12.wav,12,female,4,sad,normal,1,1,audio,speech,3.67,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-04-01-01-02-12.wav,03-01-04-01-01-02-12.wav,12,female,4,sad,normal,1,2,audio,speech,3.604,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-04-01-02-01-12.wav,03-01-04-01-02-01-12.wav,12,female,4,sad,normal,2,1,audio,speech,3.67,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-04-01-02-02-12.wav,03-01-04-01-02-02-12.wav,12,female,4,sad,normal,2,2,audio,speech,3.57,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-04-02-01-01-12.wav,03-01-04-02-01-01-12.wav,12,female,4,sad,strong,1,1,audio,speech,3.871,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-04-02-01-02-12.wav,03-01-04-02-01-02-12.wav,12,female,4,sad,strong,1,2,audio,speech,3.77,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-04-02-02-01-12.wav,03-01-04-02-02-01-12.wav,12,female,4,sad,strong,2,1,audio,speech,3.804,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-04-02-02-02-12.wav,03-01-04-02-02-02-12.wav,12,female,4,sad,strong,2,2,audio,speech,3.871,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-05-01-01-01-12.wav,03-01-05-01-01-01-12.wav,12,female,5,angry,normal,1,1,audio,speech,4.271,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-05-01-01-02-12.wav,03-01-05-01-01-02-12.wav,12,female,5,angry,normal,1,2,audio,speech,3.971,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-05-01-02-01-12.wav,03-01-05-01-02-01-12.wav,12,female,5,angry,normal,2,1,audio,speech,3.737,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-05-01-02-02-12.wav,03-01-05-01-02-02-12.wav,12,female,5,angry,normal,2,2,audio,speech,4.137,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-01-01-12.wav,03-01-05-02-01-01-12.wav,12,female,5,angry,strong,1,1,audio,speech,3.637,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-01-02-12.wav,03-01-05-02-01-02-12.wav,12,female,5,angry,strong,1,2,audio,speech,3.67,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-02-01-12.wav,03-01-05-02-02-01-12.wav,12,female,5,angry,strong,2,1,audio,speech,3.804,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-05-02-02-02-12.wav,03-01-05-02-02-02-12.wav,12,female,5,angry,strong,2,2,audio,speech,3.837,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-01-01-12.wav,03-01-06-01-01-01-12.wav,12,female,6,fearful,normal,1,1,audio,speech,3.403,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-01-02-12.wav,03-01-06-01-01-02-12.wav,12,female,6,fearful,normal,1,2,audio,speech,3.503,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-02-01-12.wav,03-01-06-01-02-01-12.wav,12,female,6,fearful,normal,2,1,audio,speech,3.37,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-06-01-02-02-12.wav,03-01-06-01-02-02-12.wav,12,female,6,fearful,normal,2,2,audio,speech,3.203,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-01-01-12.wav,03-01-06-02-01-01-12.wav,12,female,6,fearful,strong,1,1,audio,speech,3.737,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-01-02-12.wav,03-01-06-02-01-02-12.wav,12,female,6,fearful,strong,1,2,audio,speech,3.704,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-02-01-12.wav,03-01-06-02-02-01-12.wav,12,female,6,fearful,strong,2,1,audio,speech,3.47,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-06-02-02-02-12.wav,03-01-06-02-02-02-12.wav,12,female,6,fearful,strong,2,2,audio,speech,3.67,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-01-01-12.wav,03-01-07-01-01-01-12.wav,12,female,7,disgust,normal,1,1,audio,speech,3.737,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-01-02-12.wav,03-01-07-01-01-02-12.wav,12,female,7,disgust,normal,1,2,audio,speech,3.704,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-02-01-12.wav,03-01-07-01-02-01-12.wav,12,female,7,disgust,normal,2,1,audio,speech,3.604,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-07-01-02-02-12.wav,03-01-07-01-02-02-12.wav,12,female,7,disgust,normal,2,2,audio,speech,3.704,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-01-01-12.wav,03-01-07-02-01-01-12.wav,12,female,7,disgust,strong,1,1,audio,speech,3.971,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-01-02-12.wav,03-01-07-02-01-02-12.wav,12,female,7,disgust,strong,1,2,audio,speech,4.538,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-02-01-12.wav,03-01-07-02-02-01-12.wav,12,female,7,disgust,strong,2,1,audio,speech,4.204,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-07-02-02-02-12.wav,03-01-07-02-02-02-12.wav,12,female,7,disgust,strong,2,2,audio,speech,3.971,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-01-01-12.wav,03-01-08-01-01-01-12.wav,12,female,8,surprised,normal,1,1,audio,speech,3.537,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-01-02-12.wav,03-01-08-01-01-02-12.wav,12,female,8,surprised,normal,1,2,audio,speech,3.637,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-02-01-12.wav,03-01-08-01-02-01-12.wav,12,female,8,surprised,normal,2,1,audio,speech,3.503,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-08-01-02-02-12.wav,03-01-08-01-02-02-12.wav,12,female,8,surprised,normal,2,2,audio,speech,3.604,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-01-01-12.wav,03-01-08-02-01-01-12.wav,12,female,8,surprised,strong,1,1,audio,speech,3.704,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-01-02-12.wav,03-01-08-02-01-02-12.wav,12,female,8,surprised,strong,1,2,audio,speech,3.737,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-02-01-12.wav,03-01-08-02-02-01-12.wav,12,female,8,surprised,strong,2,1,audio,speech,3.737,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_12\03-01-08-02-02-02-12.wav,03-01-08-02-02-02-12.wav,12,female,8,surprised,strong,2,2,audio,speech,3.67,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-01-01-01-01-13.wav,03-01-01-01-01-01-13.wav,13,male,1,neutral,normal,1,1,audio,speech,3.17,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-01-01-01-02-13.wav,03-01-01-01-01-02-13.wav,13,male,1,neutral,normal,1,2,audio,speech,3.203,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-01-01-02-01-13.wav,03-01-01-01-02-01-13.wav,13,male,1,neutral,normal,2,1,audio,speech,3.07,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-01-01-02-02-13.wav,03-01-01-01-02-02-13.wav,13,male,1,neutral,normal,2,2,audio,speech,3.136,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-02-01-01-01-13.wav,03-01-02-01-01-01-13.wav,13,male,2,calm,normal,1,1,audio,speech,3.303,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-02-01-01-02-13.wav,03-01-02-01-01-02-13.wav,13,male,2,calm,normal,1,2,audio,speech,3.17,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-02-01-02-01-13.wav,03-01-02-01-02-01-13.wav,13,male,2,calm,normal,2,1,audio,speech,3.136,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-02-01-02-02-13.wav,03-01-02-01-02-02-13.wav,13,male,2,calm,normal,2,2,audio,speech,2.936,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-02-02-01-01-13.wav,03-01-02-02-01-01-13.wav,13,male,2,calm,strong,1,1,audio,speech,3.136,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-02-02-01-02-13.wav,03-01-02-02-01-02-13.wav,13,male,2,calm,strong,1,2,audio,speech,3.203,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-02-02-02-01-13.wav,03-01-02-02-02-01-13.wav,13,male,2,calm,strong,2,1,audio,speech,3.003,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-02-02-02-02-13.wav,03-01-02-02-02-02-13.wav,13,male,2,calm,strong,2,2,audio,speech,3.036,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-03-01-01-01-13.wav,03-01-03-01-01-01-13.wav,13,male,3,happy,normal,1,1,audio,speech,3.237,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-03-01-01-02-13.wav,03-01-03-01-01-02-13.wav,13,male,3,happy,normal,1,2,audio,speech,3.203,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-03-01-02-01-13.wav,03-01-03-01-02-01-13.wav,13,male,3,happy,normal,2,1,audio,speech,3.136,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-03-01-02-02-13.wav,03-01-03-01-02-02-13.wav,13,male,3,happy,normal,2,2,audio,speech,3.203,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-03-02-01-01-13.wav,03-01-03-02-01-01-13.wav,13,male,3,happy,strong,1,1,audio,speech,3.437,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-03-02-01-02-13.wav,03-01-03-02-01-02-13.wav,13,male,3,happy,strong,1,2,audio,speech,3.604,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-03-02-02-01-13.wav,03-01-03-02-02-01-13.wav,13,male,3,happy,strong,2,1,audio,speech,3.37,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-03-02-02-02-13.wav,03-01-03-02-02-02-13.wav,13,male,3,happy,strong,2,2,audio,speech,3.337,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-04-01-01-01-13.wav,03-01-04-01-01-01-13.wav,13,male,4,sad,normal,1,1,audio,speech,3.57,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-04-01-01-02-13.wav,03-01-04-01-01-02-13.wav,13,male,4,sad,normal,1,2,audio,speech,3.537,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-04-01-02-01-13.wav,03-01-04-01-02-01-13.wav,13,male,4,sad,normal,2,1,audio,speech,3.437,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-04-01-02-02-13.wav,03-01-04-01-02-02-13.wav,13,male,4,sad,normal,2,2,audio,speech,3.37,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-01-01-13.wav,03-01-04-02-01-01-13.wav,13,male,4,sad,strong,1,1,audio,speech,3.337,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-01-02-13.wav,03-01-04-02-01-02-13.wav,13,male,4,sad,strong,1,2,audio,speech,3.303,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-02-01-13.wav,03-01-04-02-02-01-13.wav,13,male,4,sad,strong,2,1,audio,speech,3.437,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-04-02-02-02-13.wav,03-01-04-02-02-02-13.wav,13,male,4,sad,strong,2,2,audio,speech,3.203,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-01-01-13.wav,03-01-05-01-01-01-13.wav,13,male,5,angry,normal,1,1,audio,speech,3.437,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-01-02-13.wav,03-01-05-01-01-02-13.wav,13,male,5,angry,normal,1,2,audio,speech,3.537,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-02-01-13.wav,03-01-05-01-02-01-13.wav,13,male,5,angry,normal,2,1,audio,speech,3.604,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-05-01-02-02-13.wav,03-01-05-01-02-02-13.wav,13,male,5,angry,normal,2,2,audio,speech,3.37,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-01-01-13.wav,03-01-05-02-01-01-13.wav,13,male,5,angry,strong,1,1,audio,speech,3.67,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-01-02-13.wav,03-01-05-02-01-02-13.wav,13,male,5,angry,strong,1,2,audio,speech,4.271,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-02-01-13.wav,03-01-05-02-02-01-13.wav,13,male,5,angry,strong,2,1,audio,speech,3.57,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-05-02-02-02-13.wav,03-01-05-02-02-02-13.wav,13,male,5,angry,strong,2,2,audio,speech,4.171,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-01-01-13.wav,03-01-06-01-01-01-13.wav,13,male,6,fearful,normal,1,1,audio,speech,3.136,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-01-02-13.wav,03-01-06-01-01-02-13.wav,13,male,6,fearful,normal,1,2,audio,speech,3.17,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-02-01-13.wav,03-01-06-01-02-01-13.wav,13,male,6,fearful,normal,2,1,audio,speech,3.203,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-06-01-02-02-13.wav,03-01-06-01-02-02-13.wav,13,male,6,fearful,normal,2,2,audio,speech,3.237,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-01-01-13.wav,03-01-06-02-01-01-13.wav,13,male,6,fearful,strong,1,1,audio,speech,3.37,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-01-02-13.wav,03-01-06-02-01-02-13.wav,13,male,6,fearful,strong,1,2,audio,speech,3.27,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-02-01-13.wav,03-01-06-02-02-01-13.wav,13,male,6,fearful,strong,2,1,audio,speech,3.503,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-06-02-02-02-13.wav,03-01-06-02-02-02-13.wav,13,male,6,fearful,strong,2,2,audio,speech,3.203,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-01-01-13.wav,03-01-07-01-01-01-13.wav,13,male,7,disgust,normal,1,1,audio,speech,3.136,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-01-02-13.wav,03-01-07-01-01-02-13.wav,13,male,7,disgust,normal,1,2,audio,speech,3.17,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-02-01-13.wav,03-01-07-01-02-01-13.wav,13,male,7,disgust,normal,2,1,audio,speech,3.27,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-07-01-02-02-13.wav,03-01-07-01-02-02-13.wav,13,male,7,disgust,normal,2,2,audio,speech,3.237,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-01-01-13.wav,03-01-07-02-01-01-13.wav,13,male,7,disgust,strong,1,1,audio,speech,3.403,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-01-02-13.wav,03-01-07-02-01-02-13.wav,13,male,7,disgust,strong,1,2,audio,speech,3.704,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-02-01-13.wav,03-01-07-02-02-01-13.wav,13,male,7,disgust,strong,2,1,audio,speech,3.403,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-07-02-02-02-13.wav,03-01-07-02-02-02-13.wav,13,male,7,disgust,strong,2,2,audio,speech,3.437,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-01-01-13.wav,03-01-08-01-01-01-13.wav,13,male,8,surprised,normal,1,1,audio,speech,3.403,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-01-02-13.wav,03-01-08-01-01-02-13.wav,13,male,8,surprised,normal,1,2,audio,speech,3.136,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_13\03-01-08-01-02-01-13.wav,03-01-08-01-02-01-13.wav,13,male,8,surprised,normal,2,1,audio,speech,3.136,7
